"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.dist","Num.nursery","Mimicry","Constraints","step","Run"
"219",18.5526700296637,-0.0399118672514516,1,9,17,"equal",0,3,4,TRUE,"off",99,15
"220",20.61768997433,-0.0903911505243177,1,10,17,"equal",0,3,4,TRUE,"off",99,15
"221",22.6827099189963,-0.116607667071027,1,11,17,"equal",0,3,4,TRUE,"off",99,15
"222",24.7477298636626,-0.128142819623749,1,12,17,"equal",0,3,4,TRUE,"off",99,15
"223",26.812749808329,-0.122065310508753,1,13,17,"equal",0,3,4,TRUE,"off",99,15
"224",28.8777697529953,-0.121205308469178,1,14,17,"equal",0,3,4,TRUE,"off",99,15
"225",30.9427896976616,-0.113911078321477,1,15,17,"equal",0,3,4,TRUE,"off",99,15
"226",2.03250997233316,0.932377469092014,0,1,18,"equal",0,3,4,TRUE,"off",99,16
"227",4.09753041699947,0.856771759265316,0,2,18,"equal",0,3,4,TRUE,"off",99,16
"228",6.16255036166579,0.777113318569787,0,3,18,"equal",0,3,4,TRUE,"off",99,16
"229",8.22757030633211,0.685420445743233,0,4,18,"equal",0,3,4,TRUE,"off",99,16
"230",10.2925902509984,0.585400004725737,0,5,18,"equal",0,3,4,TRUE,"off",99,16
"231",12.3576101956647,0.489050423469949,0,6,18,"equal",0,3,4,TRUE,"off",99,16
"232",14.4226301403311,0.393349431981205,0,7,18,"equal",0,3,4,TRUE,"off",99,16
"233",16.4876500849974,0.291027161564268,0,8,18,"equal",0,3,4,TRUE,"off",99,16
"234",18.5526700296637,0.189203304489261,0,9,18,"equal",0,3,4,TRUE,"off",99,16
"235",20.61768997433,0.0896780971818337,0,10,18,"equal",0,3,4,TRUE,"off",99,16
"236",22.6827099189963,-0.00554676460314444,0.999999976959946,11,18,"equal",0,3,4,TRUE,"off",99,16
"237",24.7477298636626,-0.0858415295115143,1,12,18,"equal",0,3,4,TRUE,"off",99,16
"238",26.812749808329,-0.146576163995574,1,13,18,"equal",0,3,4,TRUE,"off",99,16
"239",28.8777697529953,-0.196118245607998,1,14,18,"equal",0,3,4,TRUE,"off",99,16
"240",30.9427896976616,-0.226625783261662,1,15,18,"equal",0,3,4,TRUE,"off",99,16
"241",2.03250997233316,0.882892117562126,0,1,19,"equal",0,3,4,TRUE,"off",99,17
"242",4.09753041699947,0.759436345018187,0,2,19,"equal",0,3,4,TRUE,"off",99,17
"243",6.16255036166579,0.644615200971686,0,3,19,"equal",0,3,4,TRUE,"off",99,17
"244",8.22757030633211,0.527698043843161,0,4,19,"equal",0,3,4,TRUE,"off",99,17
"245",10.2925902509984,0.406039618480549,0,5,19,"equal",0,3,4,TRUE,"off",99,17
"246",12.3576101956647,0.299241317337656,0,6,19,"equal",0,3,4,TRUE,"off",99,17
"247",14.4226301403311,0.2146402764988,0,7,19,"equal",0,3,4,TRUE,"off",99,17
"248",16.4876500849974,0.157031004643331,0,8,19,"equal",0,3,4,TRUE,"off",99,17
"249",18.5526700296637,0.116770345394655,0,9,19,"equal",0,3,4,TRUE,"off",99,17
"250",20.61768997433,0.0905449057612705,0,10,19,"equal",0,3,4,TRUE,"off",99,17
"251",22.6827099189963,0.0736219503090358,0,11,19,"equal",0,3,4,TRUE,"off",99,17
